awardYear,category,categoryFullName,sortOrder,prizeAmount,prizeAmountAdjusted,dateAwarded,prizeStatus,motivation,categoryTopMotivation,award_link,id,name,knownName,givenName,familyName,fullName,penName,gender,laureate_link,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,nativeName,acronym,org_founded_date,org_founded_city,org_founded_cityNow,org_founded_continent,org_founded_country,org_founded_countryNow,org_founded_locationString,ind_or_org,residence_1,residence_2,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1925,Peace,The Nobel Peace Prize,1,"$118,165","$3,211,005","December 10, 1926",received,for his crucial role in bringing about the Locarno Treaty,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1925,488,Sir Austen Chamberlain,Sir Austen Chamberlain,Sir Austen,Chamberlain,Sir Austen Chamberlain,,male,http://masterdataapi.nobelprize.org/2/laureate/488,"October 16, 1863",Birmingham,Birmingham,Europe,United Kingdom,United Kingdom,"Birmingham, United Kingdom","March 16, 1937",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1934,Peace,The Nobel Peace Prize,1,"$162,608","$5,167,627","December 10, 1934",received,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1934,499,Arthur Henderson,Arthur Henderson,Arthur,Henderson,Arthur Henderson,,male,http://masterdataapi.nobelprize.org/2/laureate/499,"September 13, 1863",Glasgow,Glasgow,Europe,Scotland,Scotland,"Glasgow, Scotland","October 20, 1935",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1912,Literature,The Nobel Prize in Literature,1,"$140,476","$6,753,654",,received,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1912,582,Gerhart Hauptmann,Gerhart Hauptmann,Gerhart,Hauptmann,Gerhart Johann Robert Hauptmann,,male,http://masterdataapi.nobelprize.org/2/laureate/582,"November 15, 1862",Bad Salzbrunn,Bad Salzbrunn,Europe,Prussia,Poland,"Bad Salzbrunn, Prussia (now Poland)","June 6, 1946",Agnetendorf,Jagniatków,Europe,Germany,Poland,"Agnetendorf, Germany (now Jagniatków, Poland)",,,,,,,,,,,Individual,Germany,,,,,
1911,Literature,The Nobel Prize in Literature,1,"$140,695","$7,327,865",,received,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1911,581,Maurice Maeterlinck,Maurice Maeterlinck,Maurice,Maeterlinck,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,,male,http://masterdataapi.nobelprize.org/2/laureate/581,"August 29, 1862",Ghent,Ghent,Europe,Belgium,Belgium,"Ghent, Belgium","May 6, 1949",Nice,Nice,Europe,France,France,"Nice, France",,,,,,,,,,,Individual,Belgium,,,,,
1915,Physics,The Nobel Prize in Physics,1,"$149,223","$6,217,625","November 12, 1915",received,for their services in the analysis of crystal structure by means of X-rays,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1915,20,William Bragg,William Bragg,William,Bragg,Sir William Henry Bragg,,male,http://masterdataapi.nobelprize.org/2/laureate/20,"July 2, 1862",Wigton,Wigton,Europe,United Kingdom,United Kingdom,"Wigton, United Kingdom","March 12, 1942",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,,,"University College, London, United Kingdom",,,
1905,Physics,The Nobel Prize in Physics,1,"$138,089","$7,615,202",,received,for his work on cathode rays,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1905,9,Philipp Lenard,Philipp Lenard,Philipp,Lenard,Philipp Eduard Anton von Lenard,,male,http://masterdataapi.nobelprize.org/2/laureate/9,"June 7, 1862",Pressburg,Bratislava,Europe,Hungary,Slovakia,"Pressburg, Hungary (now Bratislava, Slovakia)","May 20, 1947",Messelhausen,Messelhausen,Europe,Germany,Germany,"Messelhausen, Germany",,,,,,,,,,,Individual,,,"Kiel University, Kiel, Germany",,,
1911,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$140,695","$7,327,865",,received,for his work on the dioptrics of the eye,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1911,305,Allvar Gullstrand,Allvar Gullstrand,Allvar,Gullstrand,Allvar Gullstrand,,male,http://masterdataapi.nobelprize.org/2/laureate/305,"June 5, 1862",Landskrona,Landskrona,Europe,Sweden,Sweden,"Landskrona, Sweden","July 28, 1930",Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,,,"Uppsala University, Uppsala, Sweden",,,
1931,Peace,The Nobel Peace Prize,2,"$173,206","$5,238,085","December 10, 1931",received,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1931,497,Nicholas Murray Butler,Nicholas Murray Butler,Nicholas Murray,Butler,Nicholas Murray Butler,,male,http://masterdataapi.nobelprize.org/2/laureate/497,"April 2, 1862","Elizabeth, NJ","Elizabeth, NJ",North America,USA,USA,"Elizabeth, NJ, USA","December 7, 1947","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,Individual,USA,,"Columbia University, New York, NY, USA",,,
1926,Peace,The Nobel Peace Prize,1,"$116,960","$3,273,134","December 10, 1926",received,for their crucial role in bringing about the Locarno Treaty,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1926,490,Aristide Briand,Aristide Briand,Aristide,Briand,Aristide Briand,,male,http://masterdataapi.nobelprize.org/2/laureate/490,"March 28, 1862",Nantes,Nantes,Europe,France,France,"Nantes, France","March 7, 1932",Paris,Paris,Europe,France,France,"Paris, France",,,,,,,,,,,Individual,France,,,,,
1922,Peace,The Nobel Peace Prize,1,"$122,483","$3,145,967","December 10, 1922",received,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1922,487,Fridtjof Nansen,Fridtjof Nansen,Fridtjof,Nansen,Fridtjof Nansen,,male,http://masterdataapi.nobelprize.org/2/laureate/487,"October 10, 1861",Kristiania,Oslo,Europe,Norway,Norway,"Kristiania (now Oslo), Norway","May 13, 1930",Oslo,Oslo,Europe,Norway,Norway,"Oslo, Norway",,,,,,,,,,,Individual,Norway,,,,,
1929,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,"$172,760","$4,907,955",,received,for his discovery of the growth-stimulating vitamins,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1929,320,Sir Frederick Hopkins,Sir Frederick Hopkins,Sir Frederick,Hopkins,Sir Frederick Gowland Hopkins,,male,http://masterdataapi.nobelprize.org/2/laureate/320,"June 20, 1861",Eastbourne,Eastbourne,Europe,United Kingdom,United Kingdom,"Eastbourne, United Kingdom","May 16, 1947",Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,Individual,,,"University of Cambridge, Cambridge, United Kingdom",,,
1913,Literature,The Nobel Prize in Literature,1,"$143,010","$6,875,481",,received,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1913,583,Rabindranath Tagore,Rabindranath Tagore,Rabindranath,Tagore,Rabindranath Tagore,,male,http://masterdataapi.nobelprize.org/2/laureate/583,"May 7, 1861",Calcutta,Calcutta,Asia,India,India,"Calcutta, India","August 7, 1941",Calcutta,Calcutta,Asia,India,India,"Calcutta, India",,,,,,,,,,,Individual,India,,,,,
1920,Physics,The Nobel Prize in Physics,1,"$134,100","$2,394,643",,received,in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1920,25,Charles Edouard Guillaume,Charles Edouard Guillaume,Charles Edouard,Guillaume,Charles Edouard Guillaume,,male,http://masterdataapi.nobelprize.org/2/laureate/25,"February 15, 1861",Fleurier,Fleurier,Europe,Switzerland,Switzerland,"Fleurier, Switzerland","June 13, 1938",Sèvres,Sèvres,Europe,France,France,"Sèvres, France",,,,,,,,,,,Individual,,,"Bureau International des Poids et Mesures (International Bureau of Weights and Measures), Sèvres, France",,,
1903,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$141,358","$7,795,478",,received,"in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science",,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1903,295,Niels Ryberg Finsen,Niels Ryberg Finsen,Niels Ryberg,Finsen,Niels Ryberg Finsen,,male,http://masterdataapi.nobelprize.org/2/laureate/295,"December 15, 1860",Thorshavn,Thorshavn,Europe,Faroe Islands (Denmark),Faroe Islands (Denmark),"Thorshavn, Faroe Islands (Denmark)","September 24, 1904",Copenhagen,Copenhagen,Europe,Denmark,Denmark,"Copenhagen, Denmark",,,,,,,,,,,Individual,,,"Finsen Medical Light Institute, Copenhagen, Denmark",,,
1921,Peace,The Nobel Peace Prize,1,"$121,573","$2,532,771","December 10, 1921",received,for their lifelong contributions to the cause of peace and organized internationalism,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1921,485,Hjalmar Branting,Hjalmar Branting,Hjalmar,Branting,Karl Hjalmar Branting,,male,http://masterdataapi.nobelprize.org/2/laureate/485,"November 23, 1860",Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden","February 24, 1925",Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,Sweden,,,,,
1931,Peace,The Nobel Peace Prize,1,"$173,206","$5,238,085","December 10, 1931",received,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1931,496,Jane Addams,Jane Addams,Jane,Addams,Jane Addams,,female,http://masterdataapi.nobelprize.org/2/laureate/496,"September 6, 1860","Cedarville, IL","Cedarville, IL",North America,USA,USA,"Cedarville, IL, USA","May 21, 1935","Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",,,,,,,,,,,Individual,USA,,,,,
1924,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$116,719","$3,218,355",,received,for his discovery of the mechanism of the electrocardiogram,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1924,315,Willem Einthoven,Willem Einthoven,Willem,Einthoven,Willem Einthoven,,male,http://masterdataapi.nobelprize.org/2/laureate/315,"May 21, 1860",Semarang,Semarang,Asia,"Java, Dutch East Indies",Indonesia,"Semarang, Java, Dutch East Indies (now Indonesia)","September 29, 1927",Leiden,Leiden,Europe,the Netherlands,the Netherlands,"Leiden, the Netherlands",,,,,,,,,,,Individual,,,"Leiden University, Leiden, the Netherlands",,,
1907,Chemistry,The Nobel Prize in Chemistry,1,"$138,796","$7,033,581",,received,for his biochemical researches and his discovery of cell-free fermentation,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1907,166,Eduard Buchner,Eduard Buchner,Eduard,Buchner,Eduard Buchner,,male,http://masterdataapi.nobelprize.org/2/laureate/166,"May 20, 1860",Munich,Munich,Europe,Bavaria,Germany,"Munich, Bavaria (now Germany)","August 13, 1917",Focsani,Focsani,Europe,Romania,Romania,"Focsani, Romania",,,,,,,,,,,Individual,,,"Landwirtschaftliche Hochschule (Agricultural College), Berlin, Germany",,,
1927,Literature,The Nobel Prize in Literature,1,"$126,501","$3,593,778",,received,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1927,600,Henri Bergson,Henri Bergson,Henri,Bergson,Henri Bergson,,male,http://masterdataapi.nobelprize.org/2/laureate/600,"October 18, 1859",Paris,Paris,Europe,France,France,"Paris, France","January 4, 1941",Paris,Paris,Europe,France,France,"Paris, France",,,,,,,,,,,Individual,France,,,,,
1920,Literature,The Nobel Prize in Literature,1,"$134,100","$2,394,643",,received,"for his monumental work, <I>Growth of the Soil</I>",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1920,589,Knut Hamsun,Knut Hamsun,Knut,Hamsun,Knut Pedersen Hamsun,,male,http://masterdataapi.nobelprize.org/2/laureate/589,"August 4, 1859",Lom,Lom,Europe,Norway,Norway,"Lom, Norway","February 19, 1952",Grimstad,Grimstad,Europe,Norway,Norway,"Grimstad, Norway",,,,,,,,,,,Individual,Norway,,,,,
1916,Literature,The Nobel Prize in Literature,1,"$131,793","$4,845,331","November 9, 1916",received,in recognition of his significance as the leading representative of a new era in our literature,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1916,585,Verner von Heidenstam,Verner von Heidenstam,Verner,von Heidenstam,Carl Gustaf Verner von Heidenstam,,male,http://masterdataapi.nobelprize.org/2/laureate/585,"July 6, 1859",Olshammar,Olshammar,Europe,Sweden,Sweden,"Olshammar, Sweden","May 20, 1940",Övralid,Övralid,Europe,Sweden,Sweden,"Övralid, Sweden",,,,,,,,,,,Individual,Sweden,,,,,
1903,Physics,The Nobel Prize in Physics,2,"$141,358","$7,795,478",,received,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1903,5,Pierre Curie,Pierre Curie,Pierre,Curie,Pierre Curie,,male,http://masterdataapi.nobelprize.org/2/laureate/5,"May 15, 1859",Paris,Paris,Europe,France,France,"Paris, France","April 19, 1906",Paris,Paris,Europe,France,France,"Paris, France",,,,,,,,,,,Individual,,,"École municipale de physique et de chimie industrielles (Municipal School of Industrial Physics and Chemistry), Paris, France",,,
1903,Chemistry,The Nobel Prize in Chemistry,1,"$141,358","$7,795,478",,received,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1903,162,Svante Arrhenius,Svante Arrhenius,Svante,Arrhenius,Svante August Arrhenius,,male,http://masterdataapi.nobelprize.org/2/laureate/162,"February 19, 1859",Vik,Vik,Europe,Sweden,Sweden,"Vik, Sweden","October 2, 1927",Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,,,"Stockholm University, Stockholm, Sweden",,,
1909,Literature,The Nobel Prize in Literature,1,"$139,800","$7,084,459",,received,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1909,579,Selma Lagerlöf,Selma Lagerlöf,Selma,Lagerlöf,Selma Ottilia Lovisa Lagerlöf,,female,http://masterdataapi.nobelprize.org/2/laureate/579,"November 20, 1858",Mårbacka,Mårbacka,Europe,Sweden,Sweden,"Mårbacka, Sweden","March 16, 1940",Mårbacka,Mårbacka,Europe,Sweden,Sweden,"Mårbacka, Sweden",,,,,,,,,,,Individual,Sweden,,,,,
1906,Peace,The Nobel Peace Prize,1,"$138,536","$7,421,571","December 10, 1906",received,"for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1906,470,Theodore Roosevelt,Theodore Roosevelt,Theodore,Roosevelt,Theodore Roosevelt Jr,,male,http://masterdataapi.nobelprize.org/2/laureate/470,"October 27, 1858","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","January 6, 1919","Oyster Bay, NY","Oyster Bay, NY",North America,USA,USA,"Oyster Bay, NY, USA",,,,,,,,,,,Individual,USA,,,,,
1929,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$172,760","$4,907,955",,received,for his discovery of the antineuritic vitamin,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1929,319,Christiaan Eijkman,Christiaan Eijkman,Christiaan,Eijkman,Christiaan Eijkman,,male,http://masterdataapi.nobelprize.org/2/laureate/319,"August 11, 1858",Nijkerk,Nijkerk,Europe,the Netherlands,the Netherlands,"Nijkerk, the Netherlands","November 5, 1930",Utrecht,Utrecht,Europe,the Netherlands,the Netherlands,"Utrecht, the Netherlands",,,,,,,,,,,Individual,,,"Utrecht University, Utrecht, the Netherlands",,,
1918,Physics,The Nobel Prize in Physics,1,"$138,198","$2,847,486",,received,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1918,23,Max Planck,Max Planck,Max,Planck,Max Karl Ernst Ludwig Planck,,male,http://masterdataapi.nobelprize.org/2/laureate/23,"April 23, 1858",Kiel,Kiel,Europe,Schleswig,Germany,"Kiel, Schleswig (now Germany)","October 4, 1947",Göttingen,Göttingen,Europe,West Germany,Germany,"Göttingen, West Germany (now Germany)",,,,,,,,,,,Individual,,,"Berlin University, Berlin, Germany",,,
1927,Peace,The Nobel Peace Prize,2,"$126,501","$3,593,778","December 10, 1927",received,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1927,493,Ludwig Quidde,Ludwig Quidde,Ludwig,Quidde,Ludwig Quidde,,male,http://masterdataapi.nobelprize.org/2/laureate/493,"March 23, 1858",Bremen,Bremen,Europe,Germany,Germany,"Bremen, Germany","March 4, 1941",Geneva,Geneva,Europe,Switzerland,Switzerland,"Geneva, Switzerland",,,,,,,,,,,Individual,Germany,,,,,
